"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126146","2016-01-01","2016","01","01","","-5.8","","-16.8","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-02","2016","01","02","","-5.9","","-7.2","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-03","2016","01","03","","-6.1","","-6.9","","-6.5","","24.5","","0.0","","0.0","","0.8","","0.4","","11","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-04","2016","01","04","","-3.5","","-6.3","","-4.9","","22.9","","0.0","","0.0","","7.4","","4.6","","13","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-05","2016","01","05","","-0.5","","-3.8","","-2.2","","20.2","","0.0","","0.0","","1.8","","0.8","","17","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-06","2016","01","06","","2.3","","-0.9","","0.7","","17.3","","0.0","","0.0","","0.6","","0.6","","18","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-07","2016","01","07","","2.7","","0.5","","1.6","","16.4","","0.0","","1.6","","0.0","","1.6","","12","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-08","2016","01","08","","3.7","","-0.1","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-09","2016","01","09","","2.5","","0.1","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-10","2016","01","10","","2.3","","0.4","","1.4","","16.6","","0.0","","0.0","","0.0","","0.0","","7","","18","","32",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-11","2016","01","11","","1.9","","0.7","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","5","","18","","54",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-12","2016","01","12","","2.4","","0.2","","1.3","","16.7","","0.0","","0.0","","0.0","T","0.0","T","4","","19","","46",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-13","2016","01","13","","4.0","","1.6","","2.8","","15.2","","0.0","","2.4","","0.0","","2.4","","4","","15","","44",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-14","2016","01","14","","1.7","","-2.0","","-0.2","","18.2","","0.0","","0.0","","0.0","","0.0","","","","16","","37",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-15","2016","01","15","","-1.2","","-3.7","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","","","16","","43",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-16","2016","01","16","","2.8","","-2.6","","0.1","","17.9","","0.0","","0.4","","9.8","","7.4","","1","","15","","35",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-17","2016","01","17","","3.5","","1.2","","2.4","","15.6","","0.0","","0.0","","0.2","","0.2","","6","","17","","50",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-18","2016","01","18","","3.9","","1.0","","2.5","","15.5","","0.0","","0.2","","0.0","","0.2","","0","","17","","37",""
"-119.60","49.46","PENTICTON A","1126146","2016-01-19","2016","01","19","","3.1","","0.8","","2.0","","16.0","","0.0","","3.0","","1.0","","4.0","","0","","16","","39",""
