"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126146","2013-01-01","2013","01","01","","-2.7","","-8.4","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","2","","15","","39",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-02","2013","01","02","","-2.4","","-5.5","","-4.0","","22.0","","0.0","","0.0","T","0.0","","0.0","T","2","","17","","48",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-03","2013","01","03","","-1.6","","-3.6","","-2.6","","20.6","","0.0","","0.0","T","0.0","","0.0","T","2","","19","","44",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-04","2013","01","04","","-1.7","","-6.4","","-4.1","","22.1","","0.0","","0.0","","0.2","","0.2","","2","","15","","46",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-05","2013","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-06","2013","01","06","","0.5","","-1.0","","-0.3","","18.3","","0.0","","0.0","","0.4","","0.4","","5","","18","","52",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-07","2013","01","07","","1.3","","-1.7","","-0.2","","18.2","","0.0","","0.0","","9.0","","8.2","","6","","18","","52",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-08","2013","01","08","","2.5","","-0.6","","1.0","","17.0","","0.0","","0.2","","4.0","","2.8","","9","","17","","46",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-09","2013","01","09","","5.1","","-0.8","","2.2","","15.8","","0.0","","15.0","","2.0","","16.4","","6","","19","","65",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-10","2013","01","10","","2.1","","-2.3","","-0.1","","18.1","","0.0","","0.0","","0.0","","0.0","","1","","34","","41",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-11","2013","01","11","","-0.6","","-9.4","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","1","","7","","44",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-12","2013","01","12","","-3.5","","-11.5","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-13","2013","01","13","","-3.7","","-9.5","","-6.6","","24.6","","0.0","","0.0","","1.2","","1.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-14","2013","01","14","","-1.9","","-6.3","","-4.1","","22.1","","0.0","","0.0","","1.4","","0.6","","2","","18","","35",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-15","2013","01","15","","-3.9","","-11.8","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","2","","18","","35",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-16","2013","01","16","","-3.1","","-5.9","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","2","","19","","37",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-17","2013","01","17","","-2.2","","-4.2","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","2","","18","","56",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-18","2013","01","18","","-0.6","","-2.9","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","2","","17","","56",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-19","2013","01","19","","-2.6","","-6.8","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-20","2013","01","20","","-1.5","","-6.2","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-21","2013","01","21","","-3.1","","-6.3","","-4.7","","22.7","","0.0","","0.0","","0.0","","0.0","","2","","16","","32",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-22","2013","01","22","","-6.0","","-8.4","","-7.2","","25.2","","0.0","","0.0","","0.0","","0.0","","2","","16","","35",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-23","2013","01","23","","-0.1","","-6.2","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","2","","16","","46",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-24","2013","01","24","","0.8","","-1.6","","-0.4","","18.4","","0.0","","0.0","","0.0","T","0.0","T","1","","17","","52",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-25","2013","01","25","","3.0","","-1.3","","0.9","","17.1","","0.0","","0.8","","0.0","","0.8","","3","","17","","48",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-26","2013","01","26","","3.1","","-1.2","","1.0","","17.0","","0.0","","0.0","","0.8","","0.6","","1","","26","","43",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-27","2013","01","27","","1.5","","-0.6","","0.5","","17.5","","0.0","","0.0","","0.4","","0.2","","1","","32","","48",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-28","2013","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-29","2013","01","29","","4.3","","-2.7","","0.8","","17.2","","0.0","","0.6","","3.0","","2.6","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2013-01-30","2013","01","30","","1.8","","-1.5","","0.2","","17.8","","0.0","","0.0","T","0.0","","0.0","T","3","","17","","33",""
