"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126146","2015-02-25","2015","02","25","","8.3","","-4.7","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-02-26","2015","02","26","","6.1","","1.6","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","33","","35",""
"-119.60","49.46","PENTICTON A","1126146","2015-02-27","2015","02","27","","9.4","","2.0","","5.7","","12.3","","0.0","","0.0","T","0.0","","0.0","T","","","35","","41",""
"-119.60","49.46","PENTICTON A","1126146","2015-02-28","2015","02","28","","7.5","","-3.4","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","","","36","","41",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-01","2015","03","01","","9.7","","-5.3","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","16","","48",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-02","2015","03","02","","8.9","","-2.2","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","36","","61",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-03","2015","03","03","","5.9","","-5.4","","0.3","","17.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-04","2015","03","04","","6.1","","-8.4","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-05","2015","03","05","","12.4","","-6.3","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","17","","32",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-06","2015","03","06","","10.0","","1.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","16","","43",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-07","2015","03","07","","12.8","","-2.9","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-08","2015","03","08","","15.3","","-3.2","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","1","","39",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-09","2015","03","09","","18.1","","-2.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","17","","39",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-10","2015","03","10","","13.3","","-2.4","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-11","2015","03","11","","18.6","","5.0","","11.8","","6.2","","0.0","","0.0","T","0.0","","0.0","T","","","17","","41",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-12","2015","03","12","","19.6","","3.8","","11.7","","6.3","","0.0","","0.0","T","0.0","","0.0","T","","","20","","39",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-13","2015","03","13","","16.4","","1.9","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","20","","44",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-14","2015","03","14","","19.1","","11.5","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","","","18","","59",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-15","2015","03","15","","13.9","","4.8","","9.4","","8.6","","0.0","","12.8","","0.0","","12.8","","","","35","","37",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-16","2015","03","16","","10.0","","0.3","","5.2","","12.8","","0.0","","0.6","","0.0","","0.6","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-17","2015","03","17","","12.1","","0.7","","6.4","","11.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-18","2015","03","18","","16.6","","0.6","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-19","2015","03","19","","12.6","","5.0","","8.8","","9.2","","0.0","","0.0","T","0.0","","0.0","T","","","19","","57",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-20","2015","03","20","","14.9","","6.0","","10.5","","7.5","","0.0","","3.8","","0.0","","3.8","","","","20","","35",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-21","2015","03","21","","15.7","","5.7","","10.7","","7.3","","0.0","","1.3","","0.0","","1.3","","","","25","","41",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-22","2015","03","22","","13.4","","-1.7","","5.9","","12.1","","0.0","","0.0","T","0.0","","0.0","T","","","17","","46",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-23","2015","03","23","","14.6","","1.6","","8.1","","9.9","","0.0","","0.4","","0.0","","0.4","","","","19","","54",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-24","2015","03","24","","12.5","","2.1","","7.3","","10.7","","0.0","","0.6","","0.0","","0.6","","","","1","","37",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-25","2015","03","25","","10.3","","2.8","","6.6","","11.4","","0.0","","2.2","","0.0","","2.2","","","","19","","46",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-26","2015","03","26","","16.3","","6.0","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","","","18","","44",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-27","2015","03","27","","18.2","","5.9","","12.1","","5.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-28","2015","03","28","","17.8","","8.9","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","30","","48",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-29","2015","03","29","","15.6","","7.0","","11.3","","6.7","","0.0","","0.0","T","0.0","","0.0","T","","","20","","56",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-30","2015","03","30","","19.4","","5.2","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","","","19","","57",""
"-119.60","49.46","PENTICTON A","1126146","2015-03-31","2015","03","31","","15.4","","4.1","","9.8","","8.2","","0.0","","1.8","","0.0","","1.8","","","","25","","56",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-01","2015","04","01","","11.8","","-0.3","","5.8","","12.2","","0.0","","1.0","","0.0","","1.0","","","","35","","44",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-02","2015","04","02","","13.9","","-0.4","","6.8","","11.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-03","2015","04","03","","13.7","","1.3","","7.5","","10.5","","0.0","","0.4","","0.0","","0.4","","","","28","","61",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-04","2015","04","04","","12.9","","-2.5","","5.2","","12.8","","0.0","","0.2","","0.0","","0.2","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-05","2015","04","05","","12.9","","-2.5","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-06","2015","04","06","","16.1","","2.1","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","18","","50",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-07","2015","04","07","","15.2","","2.0","","8.6","","9.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-08","2015","04","08","","16.9","","-0.3","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","33","","43",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-09","2015","04","09","","19.1","","-1.6","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","18","","46",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-10","2015","04","10","","15.6","","7.1","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","","","17","","56",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-11","2015","04","11","","13.9","","6.0","","10.0","","8.0","","0.0","","0.0","","0.0","","0.0","","","","25","","61",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-12","2015","04","12","","12.6","","4.0","","8.3","","9.7","","0.0","","0.0","","0.0","","0.0","","","","21","","50",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-13","2015","04","13","","15.8","","4.3","","10.1","","7.9","","0.0","","0.0","","0.0","","0.0","","","","19","","59",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-14","2015","04","14","","12.8","","0.6","","6.7","","11.3","","0.0","","1.4","","0.0","","1.4","","","","31","","63",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-15","2015","04","15","","16.6","","-4.5","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-16","2015","04","16","","20.1","","-1.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-17","2015","04","17","","23.8","","0.6","","12.2","","5.8","","0.0","","0.0","","0.0","","0.0","","","","30","","43",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-18","2015","04","18","","19.6","","3.9","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-19","2015","04","19","","20.3","","1.4","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-20","2015","04","20","","21.6","","3.4","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","33","","37",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-21","2015","04","21","","25.5","","3.5","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","2","","39",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-22","2015","04","22","","16.2","","4.4","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","2","","54",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-23","2015","04","23","","15.8","","0.2","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","15","","56",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-24","2015","04","24","","13.1","","0.9","","7.0","","11.0","","0.0","","4.4","","0.0","","4.4","","","","1","","44",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-25","2015","04","25","","12.1","","2.1","","7.1","","10.9","","0.0","","0.0","T","0.0","","0.0","T","","","9","","46",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-26","2015","04","26","","18.1","","1.7","","9.9","","8.1","","0.0","","0.0","","0.0","","0.0","","","","19","","35",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-27","2015","04","27","","20.6","","10.5","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","19","","52",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-28","2015","04","28","","25.2","","2.7","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","","","2","","52",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-29","2015","04","29","","19.8","","6.0","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","","","3","","63",""
"-119.60","49.46","PENTICTON A","1126146","2015-04-30","2015","04","30","","17.6","","2.0","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","","","17","","33",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-01","2015","05","01","","21.5","","7.8","","14.7","","3.3","","0.0","","0.2","","0.0","","0.2","","","","33","","41",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-02","2015","05","02","","18.0","","5.4","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","","","35","","39",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-03","2015","05","03","","18.7","","0.5","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-04","2015","05","04","","24.1","","0.9","","12.5","","5.5","","0.0","","0.0","T","0.0","","0.0","T","","","24","","52",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-05","2015","05","05","","15.9","","3.2","","9.6","","8.4","","0.0","","1.4","","0.0","","1.4","","","","34","","41",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-06","2015","05","06","","16.9","","-0.1","","8.4","","9.6","","0.0","","0.0","T","0.0","","0.0","T","","","2","","43",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-07","2015","05","07","","20.2","","0.6","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-08","2015","05","08","","22.6","","3.4","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","","","36","","46",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-09","2015","05","09","","23.2","","2.4","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","","","35","","32",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-10","2015","05","10","","25.8","","5.3","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-11","2015","05","11","","25.2","","6.9","","16.1","","1.9","","0.0","","0.6","","0.0","","0.6","","","","16","","52",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-12","2015","05","12","","20.1","","4.8","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","","","17","","48",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-13","2015","05","13","","16.4","","8.5","","12.5","","5.5","","0.0","","0.2","","0.0","","0.2","","","","17","","43",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-14","2015","05","14","","20.9","","4.2","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-15","2015","05","15","","25.1","","4.8","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","1","","33",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-16","2015","05","16","","26.8","","9.5","","18.2","","0.0","","0.2","","","M","0.0","","","M","","","3","","72",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-17","2015","05","17","","19.9","","12.5","","16.2","","1.8","","0.0","","24.2","","0.0","","24.2","","","","23","","46",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-18","2015","05","18","","25.3","","11.3","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-19","2015","05","19","","26.5","","10.6","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-20","2015","05","20","","27.0","","9.1","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-21","2015","05","21","","28.1","","9.6","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-22","2015","05","22","","28.8","","10.7","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","","","4","","32",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-23","2015","05","23","","28.8","","11.7","","20.3","","0.0","","2.3","","0.0","T","0.0","","0.0","T","","","2","","44",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-24","2015","05","24","","24.9","","12.7","","18.8","","0.0","","0.8","","3.4","","0.0","","3.4","","","","34","","50",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-25","2015","05","25","","23.2","","8.6","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","3","","35",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-26","2015","05","26","","21.0","","13.6","","17.3","","0.7","","0.0","","0.8","","0.0","","0.8","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-27","2015","05","27","","27.1","","8.7","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","","","3","","69",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-28","2015","05","28","","29.8","","9.5","","19.7","","0.0","","1.7","","","M","","M","","M","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-29","2015","05","29","","27.4","","14.8","","21.1","","0.0","","3.1","","5.6","","0.0","","5.6","","","","17","","46",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-30","2015","05","30","","27.9","","12.7","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","","","17","","39",""
"-119.60","49.46","PENTICTON A","1126146","2015-05-31","2015","05","31","","26.1","","10.9","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2015-06-01","2015","06","01","","27.2","","13.1","","20.2","","0.0","","2.2","","12.2","","0.0","","12.2","","","","20","","70",""
"-119.60","49.46","PENTICTON A","1126146","2015-06-02","2015","06","02","","19.1","","14.5","","16.8","","1.2","","0.0","","12.0","","0.0","","12.0","","","","18","","37",""
"-119.60","49.46","PENTICTON A","1126146","2015-06-03","2015","06","03","","17.0","","12.6","","14.8","","3.2","","0.0","","1.4","","0.0","","1.4","","","","33","","78",""
