"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126146","2017-01-01","2017","01","01","","-0.1","","-5.2","","-2.7","","20.7","","0.0","","","M","1.0","","0.6","","2","","32","","48",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-02","2017","01","02","","-2.4","","-12.6","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","2","","34","","39",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-03","2017","01","03","","-8.3","","-15.2","","-11.8","","29.8","","0.0","","0.0","","0.0","","0.0","","1","","33","","35",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-04","2017","01","04","","-8.3","","-14.2","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","1","","32","","33",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-05","2017","01","05","","-6.9","","-13.7","","-10.3","","28.3","","0.0","","0.0","T","0.0","","0.0","T","1","","17","","48",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-06","2017","01","06","","-6.5","","-10.7","","-8.6","","26.6","","0.0","","0.0","T","0.0","","0.0","T","1","","17","","50",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-07","2017","01","07","","-7.2","","-16.8","","-12.0","","30.0","","0.0","","0.0","","0.2","","0.2","","1","","18","","35",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-08","2017","01","08","","-5.5","","-12.2","","-8.9","","26.9","","0.0","","0.0","","5.0","","5.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-09","2017","01","09","","-0.8","","-5.9","","-3.4","","21.4","","0.0","","1.0","","0.0","T","1.0","","7","","16","","54",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-10","2017","01","10","","-4.5","","-10.2","","-7.4","","25.4","","0.0","","0.0","","0.0","T","0.0","T","7","","34","","52",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-11","2017","01","11","","-7.9","","-15.2","","-11.6","","29.6","","0.0","","0.0","","0.0","","0.0","","3","","33","","46",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-12","2017","01","12","","-9.0","","-18.7","","-13.9","","31.9","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-13","2017","01","13","","-8.7","","-20.1","","-14.4","","32.4","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-14","2017","01","14","","-6.0","","-17.8","","-11.9","","29.9","","0.0","","0.0","","0.0","T","0.0","T","3","","16","","33",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-15","2017","01","15","","-3.8","","-6.3","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","2","","17","","35",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-16","2017","01","16","","-3.9","","-6.2","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","2","","18","","57",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-17","2017","01","17","","-1.1","","-4.8","","-3.0","","21.0","","0.0","","0.0","","0.0","T","0.0","T","2","","18","","61",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-18","2017","01","18","","2.5","","-1.4","","0.6","","17.4","","0.0","","0.3","","0.3","","0.6","","2","","16","","52",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-19","2017","01","19","","4.1","","1.2","","2.7","","15.3","","0.0","","2.6","","0.0","","2.6","","1","","19","","50",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-20","2017","01","20","","4.0","","-0.6","","1.7","","16.3","","0.0","","0.6","","0.0","","0.6","","0","T","14","","37",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-21","2017","01","21","","3.5","","0.0","","1.8","","16.2","","0.0","","1.4","","0.0","T","1.4","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-22","2017","01","22","","3.1","","0.4","","1.8","","16.2","","0.0","","2.4","","0.0","T","2.4","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-23","2017","01","23","","3.8","","0.1","","2.0","","16.0","","0.0","","1.1","","0.0","","1.1","","","","33","","35",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-24","2017","01","24","","2.8","","-0.7","","1.1","","16.9","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-25","2017","01","25","","2.5","","-0.4","","1.1","","16.9","","0.0","","0.0","","0.0","T","0.0","T","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-26","2017","01","26","","4.2","","0.1","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","17","","37",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-27","2017","01","27","","1.4","","-0.4","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","","","26","","54",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-28","2017","01","28","","3.1","","0.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","16","","41",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-29","2017","01","29","","2.4","","-0.2","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","18","","61",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-30","2017","01","30","","1.6","","-1.9","","-0.2","","18.2","","0.0","","0.0","T","0.0","","0.0","T","","","17","","43",""
"-119.60","49.46","PENTICTON A","1126146","2017-01-31","2017","01","31","","1.9","","-7.0","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","","","34","","37",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-01","2017","02","01","","-1.4","","-9.8","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-02","2017","02","02","","-4.9","","-12.9","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","0","T","22","","44",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-03","2017","02","03","","-5.5","","-12.2","","-8.9","","26.9","","0.0","","0.0","","10.4","","7.0","","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-04","2017","02","04","","-2.9","","-6.6","","-4.8","","22.8","","0.0","","0.8","","5.0","","4.0","","11","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-05","2017","02","05","","-2.9","","-6.0","","-4.5","","22.5","","0.0","","1.8","","1.8","","2.8","","11","","34","","33",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-06","2017","02","06","","-3.7","","-10.5","","-7.1","","25.1","","0.0","","1.8","","0.0","T","1.8","","14","","34","","37",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-07","2017","02","07","","-6.2","","-12.8","","-9.5","","27.5","","0.0","","0.0","T","0.0","","0.0","T","14","","2","","37",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-08","2017","02","08","","-7.1","","-13.0","","-10.1","","28.1","","0.0","","0.0","","7.0","","5.4","","13","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-09","2017","02","09","","1.6","","-8.7","","-3.6","","21.6","","0.0","","0.0","","1.0","","0.8","","18","","18","","69",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-10","2017","02","10","","5.1","","0.0","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","3","","19","","50",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-11","2017","02","11","","5.5","","-7.2","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","1","","17","","43",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-12","2017","02","12","","2.8","","-2.0","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","1","","16","","44",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-13","2017","02","13","","2.8","","-7.8","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-14","2017","02","14","","3.9","","-9.4","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","","","17","","44",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-15","2017","02","15","","5.4","","1.7","","3.6","","14.4","","0.0","","0.6","","0.0","","0.6","","","","20","","56",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-16","2017","02","16","","7.3","","3.4","","5.4","","12.6","","0.0","","0.4","","0.0","","0.4","","0","T","18","","50",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-17","2017","02","17","","6.8","","-1.5","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","0","T","17","","41",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-18","2017","02","18","","2.8","","-2.8","","0.0","","18.0","","0.0","","2.8","","0.2","","3.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-19","2017","02","19","","6.6","","0.6","","3.6","","14.4","","0.0","","0.6","","0.0","","0.6","","","","19","","48",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-20","2017","02","20","","4.8","","-0.6","","2.1","","15.9","","0.0","","1.4","","0.0","","1.4","","","","17","","37",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-21","2017","02","21","","8.4","","0.1","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","","","18","","33",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-22","2017","02","22","","7.6","","-4.5","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-23","2017","02","23","","4.4","","-5.8","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-24","2017","02","24","","5.5","","-6.8","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","15","","35",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-25","2017","02","25","","2.7","","-5.5","","-1.4","","19.4","","0.0","","0.0","","0.0","","0.0","","","","18","","43",""
"-119.60","49.46","PENTICTON A","1126146","2017-02-26","2017","02","26","","4.0","","-3.8","","0.1","","17.9","","0.0","","0.0","","0.4","","0.4","","0","T","36","","39",""
