"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126146","2018-01-01","2018","01","01","","-6.2","","-8.8","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","31","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-02","2018","01","02","","-6.9","","-8.7","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","27","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-03","2018","01","03","","-4.1","","-13.5","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","27","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-04","2018","01","04","","-3.7","","-6.8","","-5.3","","23.3","","0.0","","0.0","","1.2","","1.2","","22","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-05","2018","01","05","","2.2","","-5.0","","-1.4","","19.4","","0.0","","2.5","","1.0","","3.1","","15","","18","","39",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-06","2018","01","06","","3.2","","1.6","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","21","","18","","39",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-07","2018","01","07","","3.2","","0.9","","2.1","","15.9","","0.0","","0.2","","0.0","T","0.2","","16","","19","","48",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-08","2018","01","08","","3.2","","1.8","","2.5","","15.5","","0.0","","0.2","","0.0","","0.2","","14","","15","","33",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-09","2018","01","09","","4.4","","1.0","","2.7","","15.3","","0.0","","1.8","","0.0","","1.8","","3","","25","","46",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-10","2018","01","10","","4.8","","-0.7","","2.1","","15.9","","0.0","","0.6","","0.0","","0.6","","2","","18","","39",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-11","2018","01","11","","1.9","","-3.6","","-0.9","","18.9","","0.0","","0.0","","6.0","","5.2","","0","T","2","","30",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-12","2018","01","12","","-1.6","","-4.5","","-3.1","","21.1","","0.0","","0.0","","0.8","","1.0","","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-13","2018","01","13","","1.3","","-2.2","","-0.5","","18.5","","0.0","","0.0","T","0.0","","0.0","T","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-14","2018","01","14","","1.8","","-0.3","","0.8","","17.2","","0.0","","0.8","","0.0","T","0.8","","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-15","2018","01","15","","2.7","","0.6","","1.7","","16.3","","0.0","","0.6","","0.0","","0.6","","2","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-16","2018","01","16","","3.8","","0.1","","2.0","","16.0","","0.0","","4.4","","3.6","","6.8","","0","T","18","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-17","2018","01","17","","5.6","","2.8","","4.2","","13.8","","0.0","","2.4","","0.0","","2.4","","","","20","","50",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-18","2018","01","18","","7.0","","1.0","","4.0","","14.0","","0.0","","0.0","T","0.0","","0.0","T","","","19","","54",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-19","2018","01","19","","5.2","","-0.2","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","","","19","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-20","2018","01","20","","5.8","","2.3","","4.1","","13.9","","0.0","","0.0","","0.0","","0.0","","","","18","","46",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-21","2018","01","21","","5.0","","2.5","","3.8","","14.2","","0.0","","1.0","","0.0","","1.0","","","","19","","74",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-22","2018","01","22","","5.5","","0.7","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","17","","43",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-23","2018","01","23","","2.8","","-1.2","","0.8","","17.2","","0.0","","0.8","","0.0","T","0.8","","","","17","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-24","2018","01","24","","4.2","","0.5","","2.4","","15.6","","0.0","","8.0","","0.0","T","8.0","","","","16","","41",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-25","2018","01","25","","5.0","","0.4","","2.7","","15.3","","0.0","","1.2","","0.2","","1.4","","","","20","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-26","2018","01","26","","2.6","","0.3","","1.5","","16.5","","0.0","","0.0","","0.0","T","0.0","T","","","17","","41",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-27","2018","01","27","","4.4","","-1.4","","1.5","","16.5","","0.0","","0.0","","4.2","","3.6","","0","T","19","","54",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-28","2018","01","28","","5.4","","-1.2","","2.1","","15.9","","0.0","","0.2","","3.4","","3.6","","1","","19","","57",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-29","2018","01","29","","7.6","","4.4","","6.0","","12.0","","0.0","","0.8","","0.0","","0.8","","","","20","","69",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-30","2018","01","30","","7.0","","-0.8","","3.1","","14.9","","0.0","","0.0","T","0.0","","0.0","T","","","21","","57",""
"-119.60","49.46","PENTICTON A","1126146","2018-01-31","2018","01","31","","3.7","","-0.5","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","16","","37",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-01","2018","02","01","","3.6","","0.2","","1.9","","16.1","","0.0","","0.6","","3.0","","3.6","","","","17","","37",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-02","2018","02","02","","4.7","","0.4","","2.6","","15.4","","0.0","","2.0","","0.0","","2.0","","","","19","","57",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-03","2018","02","03","","7.4","","2.1","","4.8","","13.2","","0.0","","0.4","","0.0","","0.4","","","","15","","50",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-04","2018","02","04","","6.3","","0.2","","3.3","","14.7","","0.0","","0.6","","1.0","","1.4","","1","","15","","35",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-05","2018","02","05","","2.5","","0.6","","1.6","","16.4","","0.0","","2.8","","0.4","","3.2","","","","2","","33",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-06","2018","02","06","","2.4","","-0.1","","1.2","","16.8","","0.0","","","M","2.3","","1.8","","2","","35","","43",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-07","2018","02","07","","7.2","","-0.2","","3.5","","14.5","","0.0","","0.4","","0.0","","0.4","","","","18","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-08","2018","02","08","","15.2","","1.6","","8.4","","9.6","","0.0","","2.2","","0.0","","2.2","","","","33","","54",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-09","2018","02","09","","1.9","","-3.3","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","","","35","","52",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-10","2018","02","10","","-0.8","","-8.9","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","","","33","","41",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-11","2018","02","11","","1.3","","-10.1","","-4.4","","22.4","","0.0","","0.0","","0.0","","0.0","","","","34","","46",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-12","2018","02","12","","-1.0","","-8.8","","-4.9","","22.9","","0.0","","0.0","","0.0","","0.0","","","","34","","30",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-13","2018","02","13","","2.2","","-7.8","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","","","19","","69",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-14","2018","02","14","","6.7","","-1.4","","2.7","","15.3","","0.0","","0.0","","0.0","T","0.0","T","","","19","","39",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-15","2018","02","15","","4.6","","-4.4","","0.1","","17.9","","0.0","","0.0","","0.0","","0.0","","","","32","","59",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-16","2018","02","16","","5.6","","-1.8","","1.9","","16.1","","0.0","","0.8","","0.0","T","0.8","","","","1","","46",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-17","2018","02","17","","0.5","","-5.5","","-2.5","","20.5","","0.0","","","M","10.2","","9.7","","1","","35","","32",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-18","2018","02","18","","-1.4","","-6.7","","-4.1","","22.1","","0.0","","0.0","","1.0","","0.4","","3","","34","","54",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-19","2018","02","19","","-4.0","","-12.3","","-8.2","","26.2","","0.0","","0.0","","0.0","","0.0","","","","32","","37",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-20","2018","02","20","","-5.9","","-18.6","","-12.3","","30.3","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-21","2018","02","21","","-6.0","","-17.9","","-12.0","","30.0","","0.0","","0.0","","0.2","","0.2","","3","","17","","37",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-22","2018","02","22","","-2.5","","-10.8","","-6.7","","24.7","","0.0","","0.0","","0.6","","0.6","","4","","28","","50",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-23","2018","02","23","","-2.9","","-16.4","","-9.7","","27.7","","0.0","","0.0","","0.2","","0.2","","3","","20","","57",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-24","2018","02","24","","0.7","","-4.3","","-1.8","","19.8","","0.0","","0.0","","5.4","","4.6","","4","","20","","52",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-25","2018","02","25","","4.8","","-2.4","","1.2","","16.8","","0.0","","0.0","","0.0","T","0.0","T","8","","19","","59",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-26","2018","02","26","","4.8","","-9.9","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","4","","3","","32",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-27","2018","02","27","","4.7","","-1.3","","1.7","","16.3","","0.0","","0.0","","0.0","T","0.0","T","3","","17","","52",""
"-119.60","49.46","PENTICTON A","1126146","2018-02-28","2018","02","28","","6.4","","-3.5","","1.5","","16.5","","0.0","","0.4","","0.0","","0.4","","2","","18","","57",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-01","2018","03","01","","3.4","","0.4","","1.9","","16.1","","0.0","","6.4","","0.0","T","6.4","","","","26","","63",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-02","2018","03","02","","4.2","","0.4","","2.3","","15.7","","0.0","","9.6","","0.0","T","9.6","","","","17","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-03","2018","03","03","","3.1","","-2.4","","0.4","","17.6","","0.0","","1.2","","0.0","","1.2","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-04","2018","03","04","","1.2","","-1.9","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","","","35","","35",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-05","2018","03","05","","0.6","","-4.6","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","33","","35",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-06","2018","03","06","","7.0","","-3.7","","1.7","","16.3","","0.0","","0.0","","0.0","","0.0","","","","3","","48",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-07","2018","03","07","","5.5","","-6.2","","-0.4","","18.4","","0.0","","0.0","","0.0","","0.0","","","","30","","54",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-08","2018","03","08","","5.6","","-0.2","","2.7","","15.3","","0.0","","0.8","","2.0","","2.8","","0","T","19","","43",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-09","2018","03","09","","8.8","","-2.1","","3.4","","14.6","","0.0","","2.6","","0.0","","2.6","","","","2","","48",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-10","2018","03","10","","6.2","","-5.4","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-11","2018","03","11","","8.1","","-6.1","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-12","2018","03","12","","9.1","","-5.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","0","","30",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-13","2018","03","13","","10.3","","-2.5","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-14","2018","03","14","","9.0","","3.0","","6.0","","12.0","","0.0","","11.8","","0.0","","11.8","","","","16","","30",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-15","2018","03","15","","9.8","","-0.6","","4.6","","13.4","","0.0","","0.4","","0.0","","0.4","","","","3","","63",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-16","2018","03","16","","11.5","","-4.2","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","36","","30",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-17","2018","03","17","","10.9","","-1.6","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-18","2018","03","18","","10.1","","-3.6","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","","","33","","41",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-19","2018","03","19","","12.9","","1.7","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-20","2018","03","20","","11.5","","-2.3","","4.6","","13.4","","0.0","","0.0","","0.0","","0.0","","","","25","","30",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-21","2018","03","21","","14.6","","-1.0","","6.8","","11.2","","0.0","","0.0","T","0.0","","0.0","T","","","15","","65",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-22","2018","03","22","","7.9","","2.8","","5.4","","12.6","","0.0","","29.6","","0.0","","29.6","","","","33","","35",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-23","2018","03","23","","5.9","","-1.2","","2.4","","15.6","","0.0","","2.6","","0.4","","3.0","","","","18","","56",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-24","2018","03","24","","7.7","","-0.9","","3.4","","14.6","","0.0","","0.6","","1.6","","2.2","","0","T","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-25","2018","03","25","","9.5","","-2.7","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","24","","33",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-26","2018","03","26","","9.3","","1.8","","5.6","","12.4","","0.0","","0.4","","0.0","","0.4","","","","19","","46",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-27","2018","03","27","","16.3","","5.8","","11.1","","6.9","","0.0","","0.0","T","0.0","","0.0","T","","","18","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-28","2018","03","28","","13.9","","-0.2","","6.9","","11.1","","0.0","","0.0","","0.0","","0.0","","","","21","","65",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-29","2018","03","29","","12.1","","-3.2","","4.5","","13.5","","0.0","","0.0","T","0.0","","0.0","T","","","27","","63",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-30","2018","03","30","","16.3","","4.8","","10.6","","7.4","","0.0","","0.4","","0.0","","0.4","","","","27","","56",""
"-119.60","49.46","PENTICTON A","1126146","2018-03-31","2018","03","31","","8.1","","-0.4","","3.9","","14.1","","0.0","","0.0","","0.0","","0.0","","","","2","","74",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-01","2018","04","01","","11.7","","-3.4","","4.2","","13.8","","0.0","","0.2","","0.0","","0.2","","","","26","","63",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-02","2018","04","02","","8.6","","1.3","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","","","1","","43",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-03","2018","04","03","","8.9","","-0.6","","4.2","","13.8","","0.0","","0.0","","0.0","","0.0","","","","17","","39",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-04","2018","04","04","","10.3","","-3.5","","3.4","","14.6","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-05","2018","04","05","","7.5","","3.4","","5.5","","12.5","","0.0","","10.6","","0.0","","10.6","","","","33","","43",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-06","2018","04","06","","7.0","","3.0","","5.0","","13.0","","0.0","","4.6","","0.0","","4.6","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-07","2018","04","07","","8.8","","4.7","","6.8","","11.2","","0.0","","12.0","","0.0","","12.0","","","","21","","44",""
"-119.60","49.46","PENTICTON A","1126146","2018-04-08","2018","04","08","","15.0","E","","M","","M","","M","","M","1.0","","0.0","","1.0","","","","17","","35",""
