"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.60","49.46","PENTICTON A","1126146","2014-01-01","2014","01","01","","-0.1","","-2.3","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","2","","18","","33",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-02","2014","01","02","","2.8","","-0.4","","1.2","","16.8","","0.0","","0.0","T","0.0","","0.0","T","2","","18","","50",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-03","2014","01","03","","3.5","","-0.4","","1.6","","16.4","","0.0","","0.0","","4.4","","3.8","","4","","17","","46",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-04","2014","01","04","","2.3","","-8.7","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-05","2014","01","05","","-0.3","","-9.7","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","4","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-06","2014","01","06","","-2.7","","-10.9","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","3","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-07","2014","01","07","","-0.9","","-7.1","","-4.0","","22.0","","0.0","","0.0","","0.8","","0.8","","3","","33","","33",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-08","2014","01","08","","0.8","","-4.8","","-2.0","","20.0","","0.0","","0.0","","0.4","","0.4","","4","","17","","44",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-09","2014","01","09","","1.8","","-0.6","","0.6","","17.4","","0.0","","0.0","","1.0","","1.0","","4","","18","","52",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-10","2014","01","10","","3.3","","1.0","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","4","","18","","48",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-11","2014","01","11","","9.1","","2.2","","5.7","","12.3","","0.0","","4.4","","0.0","","4.4","","2","","18","","78",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-12","2014","01","12","","8.3","","2.0","","5.2","","12.8","","0.0","","0.0","","0.0","","0.0","","","","29","","72",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-13","2014","01","13","","15.1","","3.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","27","","59",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-14","2014","01","14","","8.0","","-1.2","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","","","18","","39",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-15","2014","01","15","","7.8","","-2.3","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","","","17","","44",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-16","2014","01","16","","1.1","","-4.5","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-17","2014","01","17","","0.3","","-2.0","","-0.9","","18.9","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-18","2014","01","18","","1.7","","-0.8","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","","","18","","44",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-19","2014","01","19","","2.3","","0.2","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","","","17","","33",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-20","2014","01","20","","2.9","","-0.6","","1.2","","16.8","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-21","2014","01","21","","0.0","","-1.1","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-22","2014","01","22","","2.6","","-5.5","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","","","36","","32",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-23","2014","01","23","","5.5","","-1.9","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","","","8","","39",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-24","2014","01","24","","2.0","","-2.9","","-0.5","","18.5","","0.0","","0.0","T","0.0","","0.0","T","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-25","2014","01","25","","1.2","","-0.4","","0.4","","17.6","","0.0","","0.0","","0.2","","0.2","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-26","2014","01","26","","2.3","","-1.0","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-27","2014","01","27","","4.0","","0.8","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-28","2014","01","28","","2.5","","1.1","","1.8","","16.2","","0.0","","0.0","","0.0","T","0.0","T","","","17","","41",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-29","2014","01","29","","1.1","","-3.8","","-1.4","","19.4","","0.0","","0.0","","9.8","","6.6","","8","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-30","2014","01","30","","1.4","","-2.9","","-0.8","","18.8","","0.0","","0.0","","1.0","","1.0","","11","","15","","35",""
"-119.60","49.46","PENTICTON A","1126146","2014-01-31","2014","01","31","","-0.8","","-10.4","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","","","30","","39",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-01","2014","02","01","","-4.7","","-12.8","","-8.8","","26.8","","0.0","","0.0","","0.4","","0.2","","8","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-02","2014","02","02","","-2.5","","-8.3","","-5.4","","23.4","","0.0","","0.0","","0.0","T","0.0","T","7","","32","","33",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-03","2014","02","03","","-4.0","","-7.6","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","7","","34","","37",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-04","2014","02","04","","-5.5","","-10.8","","-8.2","","26.2","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-05","2014","02","05","","-8.3","","-16.6","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-06","2014","02","06","","-8.8","","-18.4","","-13.6","","31.6","","0.0","","0.0","T","0.0","","0.0","T","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-07","2014","02","07","","-6.4","","-11.5","","-9.0","","27.0","","0.0","","0.0","","0.8","","0.8","","5","","8","","41",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-08","2014","02","08","","-6.9","","-12.3","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-09","2014","02","09","","-3.2","","-11.9","","-7.6","","25.6","","0.0","","0.0","","0.0","T","0.0","T","5","","","","<31",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-10","2014","02","10","","0.0","","-8.6","","-4.3","","22.3","","0.0","","0.0","","4.6","","3.4","","7","","19","","63",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-11","2014","02","11","","0.8","","-3.7","","-1.5","","19.5","","0.0","","0.0","","0.0","T","0.0","T","3","","16","","56",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-12","2014","02","12","","13.3","","-1.5","","5.9","","12.1","","0.0","","1.6","","0.2","","1.8","","1","","19","","78",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-13","2014","02","13","","13.2","","-1.2","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","","","25","","59",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-14","2014","02","14","","6.2","","0.7","","3.5","","14.5","","0.0","","1.6","","0.0","","1.6","","","","19","","61",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-15","2014","02","15","","5.3","","-1.2","","2.1","","15.9","","0.0","","1.2","","0.0","","1.2","","","","15","","44",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-16","2014","02","16","","6.9","","0.8","","3.9","","14.1","","0.0","","3.8","","0.0","","3.8","","","","19","","78",""
"-119.60","49.46","PENTICTON A","1126146","2014-02-17","2014","02","17","","7.2","","-0.8","","3.2","","14.8","","0.0","","1.0","","0.0","","1.0","","","","19","","56",""
