"","draw","site_encoded","Intercept","slope"
"1",51,"0",3.06572675923337,0.098196480109659
"2",72,"0",2.78959019203828,0.100083462267643
"3",135,"0",2.8240581828218,0.102840162366527
"4",150,"0",2.9926762463591,0.0913983531325112
"5",156,"0",2.9764175817079,0.0971753090676788
"6",182,"0",2.78562299124964,0.0950551599460455
"7",276,"0",3.24868107820845,0.0927612229020242
"8",511,"0",3.00679058016858,0.100609296844432
"9",787,"0",2.58957701994628,0.101526862251085
"10",808,"0",2.75096328585821,0.089566251284512
"11",992,"0",2.77906949041736,0.0959345712052038
"12",1017,"0",3.01969402852046,0.103442204403353
"13",1039,"0",2.57565056314305,0.107090890283899
"14",1055,"0",3.28368734179632,0.100777606609591
"15",1093,"0",3.06742286193436,0.104694269989674
"16",1105,"0",2.77875655131002,0.101886954839956
"17",1172,"0",2.71980130115,0.0972177357266562
"18",1231,"0",2.9542066768816,0.103982096978952
"19",1336,"0",2.6500387525278,0.0939832877344646
"20",1348,"0",2.3898089078983,0.0961845896001191
"21",1349,"0",2.48298565766706,0.0912848277161855
"22",1426,"0",2.75365787618108,0.101908495302661
"23",1475,"0",3.25046875901227,0.0990449410362217
"24",1729,"0",2.99836728801519,0.100631619474567
"25",1873,"0",2.51386694854122,0.0938041148565855
"26",1934,"0",2.80217415790368,0.0953777360717663
"27",1962,"0",2.60969733919526,0.0996056273008983
"28",1968,"0",2.8572607606616,0.101189451586041
"29",1995,"0",2.95100410727809,0.0975054997838598
"30",2129,"0",2.87801633392825,0.0983943729471934
"31",2276,"0",2.57333324875834,0.0972767164374037
"32",2354,"0",2.55409443981492,0.107673365973095
"33",2357,"0",2.69532464271852,0.0991590214134106
"34",2472,"0",2.79072631507846,0.0954590986080532
"35",2540,"0",2.82919959134732,0.100311541515927
"36",2602,"0",2.83702655215308,0.0926543179792287
"37",2652,"0",2.43896125028692,0.0952163627963853
"38",2670,"0",2.73346244056384,0.0941156860482566
"39",3046,"0",2.87759261924571,0.0980029208794301
"40",3144,"0",2.99918697585836,0.099476090889187
"41",3396,"0",2.89686208010739,0.0991358148074943
