"","draw","variety_encoded","Intercept","slope"
"1",11,"0",3.54255005091085,0.0801572986675201
"2",100,"0",3.58430126763983,0.0811436535015296
"3",142,"0",3.17280078246318,0.0876883483177791
"4",143,"0",3.45408234512728,0.089035030128158
"5",187,"0",3.6859614225621,0.0880604361883375
"6",241,"0",3.1399345275353,0.0802515849488448
"7",253,"0",3.81193819747772,0.0951624271187433
"8",284,"0",3.40960052826425,0.095131570236837
"9",300,"0",3.73179937326874,0.0871901532651749
"10",324,"0",3.44500219440608,0.0822540757540888
"11",354,"0",3.50289337655841,0.0796924453479527
"12",364,"0",3.25519994614074,0.0836658266810499
"13",448,"0",3.66019672178646,0.0926648375455979
"14",452,"0",3.52109577492124,0.0840021325065284
"15",499,"0",3.27178688649539,0.0842818780529627
"16",541,"0",3.58716758663904,0.0866298447630598
"17",637,"0",3.38173883485311,0.079996499081064
"18",713,"0",3.27856544525289,0.0941698824521471
"19",760,"0",3.45521725478328,0.0833609442162761
"20",902,"0",3.33534824030968,0.0886237092728724
"21",912,"0",3.54505885224351,0.0892282618121835
"22",970,"0",3.32705396763547,0.0817433103312143
"23",1002,"0",3.36933970099116,0.0886552178613784
"24",1089,"0",3.50335908957261,0.101465979104947
"25",1099,"0",3.38525698756653,0.0817298281634802
"26",1101,"0",3.94356818960849,0.0930010121321468
"27",1111,"0",3.37591129306805,0.0917579427363936
"28",1181,"0",3.32944195182146,0.0907420548596868
"29",1184,"0",3.53582467360419,0.0908333134035401
"30",1188,"0",3.23726047893438,0.0960394245171255
"31",1192,"0",3.38329793445957,0.0943627622559699
"32",1263,"0",3.34856566111195,0.0896745811323305
"33",1394,"0",3.726839112764,0.0953493196225397
"34",1405,"0",3.50139816830975,0.0791135190803698
"35",1513,"0",3.44377613002812,0.090055010157796
"36",1525,"0",3.43837854396142,0.0885090456403265
"37",1533,"0",3.76985966233171,0.0821707196300811
"38",1538,"0",3.42720422123322,0.0925049363137726
"39",1549,"0",3.69174116868175,0.0888060756175383
"40",1685,"0",3.90535667660231,0.0800184797916375
"41",1704,"0",3.49480558681319,0.0870293821817865
"42",1797,"0",3.6521282153105,0.0847099351971887
