"","draw","variety_encoded","Intercept","slope"
"57",2234,"0",3.28456785384677,0.107946371062535
"58",2269,"0",3.42117287849863,0.108745674679824
"59",2274,"0",3.40985570542383,0.108859174400089
"60",2296,"0",2.52775698161007,0.113313772641438
"61",2308,"0",2.89400347853081,0.11211022349936
"62",2338,"0",2.69741467502557,0.0977361785178777
"63",2339,"0",3.26245572625979,0.106689390743289
"64",2419,"0",3.10554962549877,0.105209317646373
"65",2607,"0",2.73716120563639,0.106693809560773
"66",2703,"0",3.04138290538177,0.106368526337422
"67",2737,"0",3.18226990001118,0.105931794363771
"68",2847,"0",3.22925771956937,0.10550442636187
"69",2850,"0",2.61462513764155,0.106652931494998
"70",2852,"0",2.6368483803129,0.107680737651353
"71",2859,"0",2.97703215547492,0.112350792247521
"72",2893,"0",2.80021605101537,0.104751479918351
"73",2997,"0",3.3882194933494,0.108247775335303
"74",3031,"0",3.07774567147473,0.114138436035871
"75",3078,"0",3.00410881637908,0.106717000071105
"76",3110,"0",2.76640208576297,0.109749288734062
"77",3123,"0",2.66091998914347,0.100259289798658
"78",3163,"0",3.39278280938821,0.112328592838902
"79",3185,"0",3.21467272379276,0.103136327146339
"80",3193,"0",3.26401987438662,0.107627266710737
"81",3202,"0",3.12376595247245,0.10344390381794
"82",3252,"0",3.2944104860955,0.106285077774507
"83",3292,"0",3.05798149703515,0.117245808425439
"84",3303,"0",2.88793216058582,0.105464818050404
"85",3339,"0",2.97803056382826,0.110262189050312
"86",3413,"0",2.88318301538222,0.116146278934284
"87",3461,"0",3.16019197254899,0.111277399454363
"88",3469,"0",3.27376604392598,0.110698459871097
"89",3474,"0",2.91372914862582,0.105846659863592
"90",3488,"0",3.13002092853622,0.100846820227027
"91",3553,"0",3.24563185402066,0.11437206326807
"92",3597,"0",2.47916912377726,0.112537362786433
"93",3604,"0",3.23760084963791,0.100436716084619
"94",3618,"0",3.13955695960103,0.108177312334046
"95",3652,"0",3.08224445094719,0.11091070195619
"96",3720,"0",3.00312728493041,0.108970473123575
"97",3788,"0",3.0168172618474,0.109502405240993
"98",3817,"0",2.76726623531702,0.109660375559252
"99",3838,"0",3.36605207532615,0.10015045703596
"100",3920,"0",3.02717404955871,0.108171451362822
"101",32,"1",2.1313095471163,0.121054182113599
"102",68,"1",2.2691322727207,0.118516860670413
"103",81,"1",2.27010106372374,0.104913738753707
"104",157,"1",2.06654946865415,0.108367271968819
"105",175,"1",1.81507239551383,0.108725133547952
"106",198,"1",1.89149891005641,0.102609477295049
"107",209,"1",2.12065471208575,0.109879863587009
"108",211,"1",2.4303559686346,0.106475554417966
"109",226,"1",1.98966788875674,0.116156858781056
"110",243,"1",1.89074399663531,0.108674428880127
"111",346,"1",2.20905815676724,0.113513517427442
"112",415,"1",2.33156656421263,0.112018080648082
"113",431,"1",1.86996822994559,0.106539859257337
"114",458,"1",2.21311612499952,0.111598884838503
"115",489,"1",2.24278617409706,0.111386050729883
"116",603,"1",2.33196672192423,0.118516860670413
"117",621,"1",1.95114638706696,0.104511236674848
"118",705,"1",2.09170657127683,0.112833148750782
"119",771,"1",1.97105958510077,0.109741875608122
"120",815,"1",2.39772233005272,0.110365877295504
"121",818,"1",1.90079779798663,0.104449324372883
"122",821,"1",1.71041706735613,0.117495610668288
"123",902,"1",2.11308554305234,0.115152423156769
"124",972,"1",2.0792961486306,0.109774982550431
"125",1009,"1",2.07441775056176,0.110497531573987
"126",1047,"1",2.23132817816683,0.106407495547692
"127",1064,"1",2.11173981022994,0.107368942865615
"128",1119,"1",2.02407586250989,0.115539761803238
"129",1125,"1",2.07874658858533,0.10530277910384
"130",1144,"1",2.05822978130744,0.102368635301919
"131",1162,"1",2.01436303710344,0.102310505297276
"132",1211,"1",1.99376210056926,0.101902196379118
"133",1230,"1",1.98212539877038,0.109997573869949
"134",1312,"1",1.76380006541057,0.108522558408898
"135",1360,"1",2.17739896874087,0.10485789374507
"136",1367,"1",1.9228446325941,0.105625874827251
"137",1377,"1",1.90599685344514,0.106677324708305
"138",1396,"1",2.28790450526736,0.118641890751764
"139",1402,"1",2.17064277167278,0.115073296876307
"140",1493,"1",2.19259212804654,0.110508402529201
"141",1513,"1",1.82868770208404,0.113029145601481
"142",1554,"1",2.39726166389788,0.0987368641040993
"143",1555,"1",1.95907045181486,0.113016619152828
"144",1559,"1",2.46266275249329,0.105703523495359
"145",1576,"1",2.29564814232517,0.10720508777837
"146",1623,"1",2.05377808218272,0.105664182638438
"147",1678,"1",2.09085211127497,0.0989913281707394
"148",1763,"1",2.27683522985984,0.102491172831428
"149",1765,"1",1.89068986533307,0.105275570986595
"150",1816,"1",2.09724656944675,0.107610219956197
"151",1827,"1",1.91243315162155,0.109452728683928
"152",1867,"1",2.31928421676704,0.107136326102488
"153",2027,"1",2.19190285606816,0.107680472566654
"154",2066,"1",2.18601658467156,0.105864349733187
"155",2106,"1",1.80607048722161,0.115171867782172
"156",2124,"1",2.11017490796608,0.106859634498696
"157",2234,"1",2.26073854388606,0.102610320729711
"158",2269,"1",2.3327588580373,0.103661094305606
"159",2274,"1",2.59013778131808,0.108939879854401
"160",2296,"1",2.02842065031006,0.105544108001544
"161",2308,"1",1.89376284315015,0.109175622042047
"162",2338,"1",2.14586416434429,0.122495513937447
"163",2339,"1",2.09872671142964,0.117401659654853
"164",2419,"1",1.73482403206382,0.107701739571396
"165",2607,"1",2.33905458019251,0.116117327010079
"166",2703,"1",2.1169895006487,0.110075533674426
"167",2737,"1",2.21806951338292,0.107042667217763
"168",2847,"1",2.06171835194075,0.100030316019897
"169",2850,"1",1.93776550776448,0.107297842934751
"170",2852,"1",2.0264358586504,0.108403811062933
"171",2859,"1",1.99857954170789,0.114271613391332
"172",2893,"1",1.84612266051399,0.113474709879319
"173",2997,"1",2.07061070025963,0.111482416062222
"174",3031,"1",2.14233739489679,0.108729739816826
"175",3078,"1",1.77435769749035,0.112076777624398
"176",3110,"1",1.70734597209834,0.109689314812056
"177",3123,"1",1.89190840985721,0.108335071319767
"178",3163,"1",2.15847245733418,0.116047186697825
"179",3185,"1",2.02860174034357,0.11081645762329
"180",3193,"1",2.49907820597201,0.0981092140498898
"181",3202,"1",2.07725439461525,0.110761402976097
"182",3252,"1",1.94883645610979,0.105774760243326
"183",3292,"1",2.32032730806773,0.0990217102463851
"184",3303,"1",2.27096314167932,0.107367952152947
"185",3339,"1",2.29299991816483,0.104672243301719
"186",3413,"1",2.39311563961021,0.115144241796636
"187",3461,"1",2.14694893476467,0.104836283740077
"188",3469,"1",2.18314992361383,0.115482889800088
"189",3474,"1",2.21230485306533,0.105703523495359
"190",3488,"1",2.23565659274815,0.109710386731868
"191",3553,"1",2.04165210061902,0.104921289936679
"192",3597,"1",2.30307921539543,0.113821606932181
"193",3604,"1",2.34321525059787,0.109279960424667
"194",3618,"1",1.82360836414228,0.10911506539726
"195",3652,"1",2.11260432987477,0.107599201769139
"196",3720,"1",2.18521929528793,0.108174055853829
"197",3788,"1",2.1900403361428,0.105958536151375
"198",3817,"1",2.39819071565481,0.105958536151375
"199",3838,"1",2.12929310608353,0.117680391979449
"200",3920,"1",2.39112518625542,0.115334290728315
"201",32,"2",2.53046487598519,0.107488775635609
"202",68,"2",2.79526303096045,0.108184761631448
"203",81,"2",2.83995733434471,0.100711809773432
"204",157,"2",2.73813742903662,0.119854209010617
"205",175,"2",2.64937212414244,0.109964383286692
"206",198,"2",2.69209853190999,0.104900782185424
"207",209,"2",2.35850164284616,0.104296789046324
"208",211,"2",2.53177222124678,0.112121049481957
"209",226,"2",2.84615185366344,0.111800062343273
"210",243,"2",2.52325156518285,0.109232934959517
"211",346,"2",2.70442195482721,0.104841065104972
"212",415,"2",2.81648959390036,0.111025295585525
"213",431,"2",2.43624329620947,0.110880877004024
"214",458,"2",2.57249266364747,0.116850939514334
"215",489,"2",2.47737841407526,0.119841151146397
"216",603,"2",2.34846268223047,0.115807064160808
"217",621,"2",2.52293455069134,0.0993815960999286
"218",705,"2",2.7111624562745,0.117280996320464
"219",771,"2",2.69628735213557,0.114500558611452
"220",815,"2",2.81118640644496,0.108368578924673
"221",818,"2",2.72143640795744,0.109236614968882
"222",821,"2",2.38447193983753,0.107348167205293
"223",902,"2",2.66243110217122,0.109400594925184
"224",972,"2",2.77988240597049,0.102420797738421
"225",1009,"2",2.39233002064217,0.103821065353776
"226",1047,"2",2.75328535378962,0.105013827866996
"227",1064,"2",2.70761414826092,0.111806139017319
"228",1119,"2",2.67069408636016,0.121658486447141
"229",1125,"2",2.64369796686166,0.102491172831428
"230",1144,"2",2.54976696480513,0.114360457084588
"231",1162,"2",2.6574293183389,0.108735164553715
"232",1211,"2",2.74623832183861,0.110704791103243
"233",1230,"2",2.41568680807005,0.111813834745193
"234",1312,"2",2.88270870986411,0.109964383286692
"235",1360,"2",2.58787155394175,0.121054182113599
"236",1367,"2",2.50613917508511,0.107303490738422
"237",1377,"2",2.74781165746731,0.108578385634694
"238",1396,"2",2.6488040630165,0.101791472130812
"239",1402,"2",2.595578046968,0.108580265165734
"240",1493,"2",2.8501499125509,0.108364168300975
"241",1513,"2",2.83689076337735,0.106111122877326
"242",1554,"2",2.50817421251561,0.112043350311033
"243",1555,"2",2.54656575090902,0.115816963752475
"244",1559,"2",2.66082486062788,0.103218881401829
"245",1576,"2",2.50211721762122,0.107634746786429
"246",1623,"2",2.45296245808978,0.114441197490743
"247",1678,"2",2.16445197785952,0.110155720467153
"248",1763,"2",2.78377324805786,0.104882961562423
"249",1765,"2",2.61373261947361,0.111777185533208
"250",1816,"2",2.71842656328155,0.105898426417206
"251",1827,"2",2.29111109340281,0.109620728103908
"252",1867,"2",2.68967288519377,0.102310470487085
"253",2027,"2",2.59471413984657,0.112057449204275
"254",2066,"2",2.63263659141651,0.109812915345396
"255",2106,"2",2.74672359629381,0.11352551831553
"256",2124,"2",2.98664261855933,0.104005633274382
"257",2234,"2",2.51478316286413,0.109387187722697
"258",2269,"2",2.435297536828,0.108274930999112
"259",2274,"2",2.56672560814437,0.105987497865945
"260",2296,"2",2.42714104918093,0.106872965089673
"261",2308,"2",2.34500982880348,0.109994374997752
"262",2338,"2",2.69837258517532,0.110281002139813
"263",2339,"2",2.57739943672286,0.10449687407504
"264",2419,"2",2.70372111136399,0.105150024783103
"265",2607,"2",2.7561429859284,0.110824591063447
"266",2703,"2",2.71239325915542,0.103380750715437
"267",2737,"2",2.58810376599736,0.112304813973721
"268",2847,"2",2.664252567045,0.102703433375492
"269",2850,"2",2.64273698667905,0.106301534770011
"270",2852,"2",2.63503124731374,0.113606674728581
"271",2859,"2",2.56895108993009,0.100007856952958
"272",2893,"2",2.48171336017543,0.102980673385096
"273",2997,"2",2.5866187618737,0.0979808038409567
"274",3031,"2",2.79181135742689,0.1080694045139
"275",3078,"2",2.63843809168417,0.110502139484383
"276",3110,"2",2.6547270296599,0.109559187714462
"277",3123,"2",2.76761659704286,0.108481905150213
"278",3163,"2",2.77283847928621,0.109447250281173
"279",3185,"2",2.43625989273897,0.107186680454028
"280",3193,"2",2.60224306509573,0.108858710070197
"281",3202,"2",2.73808016170955,0.106303893863679
"282",3252,"2",2.52852843730565,0.109455905437928
"283",3292,"2",2.90225658741285,0.103520632867749
"284",3303,"2",2.95369789358743,0.10826157450773
"285",3339,"2",2.66143994240535,0.10944014806596
"286",3413,"2",2.69553091356585,0.111786162654233
"287",3461,"2",2.65874161068132,0.10513538339236
"288",3469,"2",2.32904024408583,0.114796981080757
"289",3474,"2",2.55743508809772,0.10948570943079
"290",3488,"2",2.88420199432389,0.11476836502393
"291",3553,"2",2.9715445458628,0.112112273230556
"292",3597,"2",2.61415902934387,0.112889544475028
"293",3604,"2",2.59039035574384,0.110220804505612
"294",3618,"2",2.80219314124468,0.104204684684892
"295",3652,"2",2.59346403273001,0.106631840889844
"296",3720,"2",2.63758194021068,0.110298616729628
"297",3788,"2",2.84956426350817,0.109063390128159
"298",3817,"2",2.8467622091276,0.104539422448517
"299",3838,"2",2.25342439911891,0.112751700240113
"300",3920,"2",2.62571649091166,0.10406992410644
"301",32,"3",2.61784801619661,0.106317801694862
"302",68,"3",2.09497540808618,0.110760826153631
"303",81,"3",2.63357611548442,0.107486695500167
"304",157,"3",2.49185005493251,0.105346095946238
"305",175,"3",2.52513202278506,0.111895026692017
"306",198,"3",2.30165032816872,0.110482934171249
"307",209,"3",2.34578647132401,0.111142278656163
"308",211,"3",2.42143888350784,0.110226875437862
"309",226,"3",2.44200963483606,0.105592751669772
"310",243,"3",2.38938528113751,0.106549998134006
"311",346,"3",2.02741125755439,0.103533325481841
"312",415,"3",2.37821414224531,0.0968908145436326
"313",431,"3",2.0860665283315,0.116774082484966
"314",458,"3",2.06424172401898,0.102070809678555
"315",489,"3",2.06143048215929,0.110319312975347
"316",603,"3",2.53500396823476,0.110645701469019
"317",621,"3",2.46911135123416,0.108472034959495
"318",705,"3",2.35457409266861,0.121375776245493
"319",771,"3",1.83289165195561,0.110817977306846
"320",815,"3",1.83131549086814,0.10405671785527
"321",818,"3",2.29625535655938,0.0998196950084653
"322",821,"3",2.29654340128001,0.112365744781737
"323",902,"3",2.73763560010665,0.106174696848837
"324",972,"3",2.21480686476447,0.101130623140037
"325",1009,"3",2.4257942751409,0.101861574175571
"326",1047,"3",2.36737557728653,0.105498036300355
"327",1064,"3",2.4857599251187,0.10817857986677
"328",1119,"3",2.27344337065384,0.107528435260297
"329",1125,"3",2.06790068390217,0.101628539805161
"330",1144,"3",2.13950162432501,0.111749441695537
"331",1162,"3",2.75319685660307,0.105993115191847
"332",1211,"3",1.93152359595239,0.105218590068661
"333",1230,"3",2.24250569039995,0.108414195489493
"334",1312,"3",2.31271858846365,0.104208161038994
"335",1360,"3",2.29667303326857,0.113654660749033
"336",1367,"3",2.10979246008424,0.111526132082372
"337",1377,"3",2.38878493750246,0.110525063082133
"338",1396,"3",2.52546781204103,0.112272998409756
"339",1402,"3",2.51972014448372,0.111523245149544
"340",1493,"3",2.32473162776102,0.108918829633456
"341",1513,"3",2.05568266885416,0.110058745391311
"342",1554,"3",2.61695752772656,0.114370815977316
"343",1555,"3",2.03499022393358,0.106486398372264
"344",1559,"3",2.43065141421521,0.105451553576232
"345",1576,"3",2.26361577585659,0.110347555745734
"346",1623,"3",2.13923130551238,0.110245321898
"347",1678,"3",2.52498199648184,0.112228230419047
"348",1763,"3",2.93085350983119,0.104732281022216
"349",1765,"3",2.43603685210826,0.111820048571384
"350",1816,"3",2.14275608169734,0.106689390743289
"351",1827,"3",2.20911043784069,0.105208721211046
"352",1867,"3",2.34084155593604,0.109238146324952
"353",2027,"3",2.18747937824513,0.111212348322926
"354",2066,"3",2.28441497437143,0.0997563728929924
"355",2106,"3",2.26060735362463,0.0988852727927956
"356",2124,"3",2.40847345032528,0.107834209948834
"357",2234,"3",2.32125946322446,0.108882922980536
"358",2269,"3",2.62161172650353,0.110897823515344
"359",2274,"3",3.00493858284813,0.110858150940167
"360",2296,"3",2.26802526737539,0.107931897687773
"361",2308,"3",2.35098965692876,0.114742303650087
"362",2338,"3",2.73829355068231,0.0953067645693251
"363",2339,"3",1.78478225926983,0.113030657196165
"364",2419,"3",2.19694490026866,0.102918032396494
"365",2607,"3",2.61689227339113,0.106521678133024
"366",2703,"3",2.27626738428504,0.10754277971166
"367",2737,"3",2.2532824578153,0.103227143872439
"368",2847,"3",2.74473644423849,0.112602704853877
"369",2850,"3",2.08414860151898,0.105654991167206
"370",2852,"3",2.63404324744922,0.10609549822779
"371",2859,"3",2.48663533898189,0.114790395016126
"372",2893,"3",2.18051640459777,0.109760109640505
"373",2997,"3",2.58780756910125,0.112563646191838
"374",3031,"3",2.65097393891972,0.104189440442134
"375",3078,"3",1.97640610548288,0.0998899939637763
"376",3110,"3",2.04083736116698,0.109844236939002
"377",3123,"3",2.35261376885899,0.106831613071117
"378",3163,"3",2.29868379409385,0.103911691885337
"379",3185,"3",2.12507632755093,0.115686524748997
"380",3193,"3",2.09965654190014,0.095305662980151
"381",3202,"3",2.2730685949249,0.113777488198882
"382",3252,"3",2.00493141668416,0.117280996320464
"383",3292,"3",2.152518860118,0.106773330377508
"384",3303,"3",2.33193491403593,0.110508402529201
"385",3339,"3",2.45809644217833,0.10946829736207
"386",3413,"3",2.56047760299227,0.114090319979517
"387",3461,"3",2.11407320441787,0.107368942865615
"388",3469,"3",2.3247164604187,0.110400001109051
"389",3474,"3",1.97930589515474,0.102040084561081
"390",3488,"3",2.05208376888198,0.112067666940578
"391",3553,"3",2.25184341673481,0.109251968865529
"392",3597,"3",2.16075870040012,0.11615674068695
"393",3604,"3",2.46515089679344,0.103275849992936
"394",3618,"3",2.09766059158535,0.108217301316709
"395",3652,"3",2.44869004428156,0.111434025900604
"396",3720,"3",2.78386523076161,0.110491496183945
"397",3788,"3",2.54193477374574,0.1100778430736
"398",3817,"3",2.17046409486118,0.110065244716328
"399",3838,"3",2.67590560955786,0.106750570908307
"400",3920,"3",2.66613612918476,0.112454599367277
"401",32,"4",2.61326994928509,0.113016619152828
"402",68,"4",2.43181146521015,0.105586259075149
"403",81,"4",2.88575906048575,0.111750303785338
"404",157,"4",3.31221599222659,0.113464358039663
"405",175,"4",2.76799909161357,0.111186213631424
"406",198,"4",1.88304603259024,0.109069859378678
"407",209,"4",2.71843998537847,0.106741076998497
"408",211,"4",2.92767397656875,0.110491496183945
"409",226,"4",3.20816661061743,0.111283414915339
"410",243,"4",3.11465673956248,0.110569293221864
"411",346,"4",3.01816201412332,0.10667747818273
"412",415,"4",3.02094904162942,0.101309686815022
"413",431,"4",2.34501544364846,0.114090319979517
"414",458,"4",2.77020922929869,0.117085818240294
"415",489,"4",2.77515308617857,0.107588771446231
"416",603,"4",2.72310962150599,0.106638242042887
"417",621,"4",2.24205067617402,0.11742497933427
"418",705,"4",2.17893105962735,0.107178899246918
"419",771,"4",2.21560574568258,0.105944260677647
"420",815,"4",2.86379649861088,0.104641563793343
"421",818,"4",2.81957683775844,0.112425810020395
"422",821,"4",3.00329955677522,0.116047186697825
"423",902,"4",3.04040357639931,0.109404235003847
"424",972,"4",2.9136998407658,0.111975370443713
"425",1009,"4",2.61347915460795,0.104845789923584
"426",1047,"4",2.33026709807782,0.10344390381794
"427",1064,"4",2.31085606685049,0.0972166221922144
"428",1119,"4",2.32033287943363,0.108956820017405
"429",1125,"4",2.41549351466076,0.10415036029393
"430",1144,"4",3.31829021616817,0.117085818240294
"431",1162,"4",2.8117463466886,0.113211565501291
"432",1211,"4",2.76569188784149,0.111244458831929
"433",1230,"4",2.55304554075216,0.11352551831553
"434",1312,"4",3.01639371388271,0.108961315350866
"435",1360,"4",2.97718822297287,0.116350865107037
"436",1367,"4",2.86267316006602,0.112282400050146
"437",1377,"4",3.13115167385772,0.111562154638813
"438",1396,"4",2.97804420637536,0.104049544431965
"439",1402,"4",2.75542118623128,0.118599479092213
"440",1493,"4",2.99207303282912,0.117796839608706
"441",1513,"4",2.95012540910344,0.107079504246138
"442",1554,"4",2.41253562800962,0.116619754687144
"443",1555,"4",3.18008983224288,0.112788646904279
"444",1559,"4",2.83019602094667,0.107625262200123
"445",1576,"4",2.39914489877504,0.114297268931401
"446",1623,"4",2.36090278726755,0.104249481438877
"447",1678,"4",2.3469904026855,0.111642552844447
"448",1763,"4",2.67642179678056,0.106999301756113
"449",1765,"4",2.89554708746616,0.111396670348392
"450",1816,"4",2.85488597229215,0.105821812782533
"451",1827,"4",2.65242811226648,0.114022791780128
"452",1867,"4",2.61691063934064,0.113715533585131
"453",2027,"4",2.14231863880832,0.103527012625274
"454",2066,"4",2.42121329420196,0.10782892523732
"455",2106,"4",2.76914802280876,0.102568781657381
"456",2124,"4",2.98791403167352,0.108466689876093
"457",2234,"4",2.90419489175836,0.0987937307874464
"458",2269,"4",2.94869164803342,0.106706160752094
"459",2274,"4",2.1939556625225,0.104290882911934
"460",2296,"4",2.73332514234365,0.102477367376821
"461",2308,"4",2.94062486647981,0.10929739212879
"462",2338,"4",2.90258754599261,0.112887808859565
"463",2339,"4",2.53138219241008,0.107631496439023
"464",2419,"4",2.64861093316792,0.110868828584594
"465",2607,"4",3.13862391487253,0.116581281319502
"466",2703,"4",2.47415111958827,0.107017488803923
"467",2737,"4",2.39947268899903,0.116009995169033
"468",2847,"4",2.17196196426237,0.108817545807765
"469",2850,"4",2.89915528598123,0.107610219956197
"470",2852,"4",2.68269136937028,0.107808935127968
"471",2859,"4",2.68343438141541,0.105342570165733
"472",2893,"4",2.9143085058145,0.0988852727927956
"473",2997,"4",2.1661056013022,0.103764334754318
"474",3031,"4",3.03952669203348,0.11109686520662
"475",3078,"4",2.57208040572659,0.114841276786824
"476",3110,"4",2.22614566339239,0.102248321863082
"477",3123,"4",2.95759773537787,0.106953461724437
"478",3163,"4",2.24817624067943,0.103681814740434
"479",3185,"4",2.96271013209462,0.10305385568646
"480",3193,"4",2.97261857044884,0.106677324708305
"481",3202,"4",3.01233491200827,0.10503115346492
"482",3252,"4",3.15600741333405,0.110052949338117
"483",3292,"4",2.5432009997387,0.10972535929246
"484",3303,"4",2.89270370685328,0.112007425582406
"485",3339,"4",2.69363515391488,0.109348145322884
"486",3413,"4",2.90024077651995,0.118342486609464
"487",3461,"4",2.4581107068744,0.116428135120089
"488",3469,"4",2.9607734568495,0.108755890512157
"489",3474,"4",3.14250660866806,0.117476272574898
"490",3488,"4",2.40083433008429,0.105607870078047
"491",3553,"4",2.66556116293074,0.111408499993233
"492",3597,"4",2.71903807763989,0.10313358442173
"493",3604,"4",3.47702189614184,0.112929587112085
"494",3618,"4",2.60261286241739,0.115152423156769
"495",3652,"4",2.80085308095274,0.102579752786964
"496",3720,"4",3.49262018368004,0.0996871163014115
"497",3788,"4",2.79664167809978,0.105784358418561
"498",3817,"4",2.67586161269502,0.111009231678283
"499",3838,"4",1.983681849417,0.101509510176627
"500",3920,"4",2.57988845672996,0.10985648487641
"501",32,"5",2.96986085381765,0.111897774695995
"502",68,"5",2.87874944514258,0.109989604367873
"503",81,"5",3.02751332855364,0.104703750288276
"504",157,"5",2.91778121081017,0.104918634322948
"505",175,"5",2.78746022931215,0.104300088833495
"506",198,"5",2.85460980884301,0.110052949338117
"507",209,"5",2.90098706564842,0.10771523402196
"508",211,"5",2.60296308034503,0.10481326113854
"509",226,"5",3.14883665159721,0.102970980721798
"510",243,"5",2.92435580426212,0.111320507760759
"511",346,"5",3.00564130414725,0.105352646280754
"512",415,"5",2.94911254462222,0.109399675986967
"513",431,"5",2.87303400769979,0.109320045352202
"514",458,"5",2.72024328887969,0.105657000918143
"515",489,"5",3.02658638939978,0.111985012217978
"516",603,"5",2.78795294430364,0.113750661151029
"517",621,"5",2.57680076028959,0.110989454978869
"518",705,"5",2.77904510472745,0.121162157757659
"519",771,"5",2.91534106709992,0.113041235817904
"520",815,"5",2.88201402701623,0.104913738753707
"521",818,"5",3.07098420681357,0.104582177822928
"522",821,"5",2.86319597566734,0.112602704853877
"523",902,"5",3.17204908871434,0.104769538554229
"524",972,"5",2.7362698943027,0.109095550191775
"525",1009,"5",2.66012802469983,0.103406355343408
"526",1047,"5",2.73214154713818,0.108252293053547
"527",1064,"5",2.96262036966082,0.098481527721498
"528",1119,"5",3.02504779894695,0.101013780557552
"529",1125,"5",2.4783794246572,0.102310470487085
"530",1144,"5",3.09986248263339,0.108152514749805
"531",1162,"5",2.75337310241259,0.118372574505294
"532",1211,"5",2.84913401727348,0.108312406822358
"533",1230,"5",2.75324433233115,0.111458329183527
"534",1312,"5",2.76330748577966,0.109320045352202
"535",1360,"5",2.7481256045601,0.107811761285416
"536",1367,"5",3.03833459789913,0.108687915209407
"537",1377,"5",2.69773229364049,0.112145868355351
"538",1396,"5",3.10545160421589,0.105196408509572
"539",1402,"5",2.75181034037509,0.114903876455671
"540",1493,"5",2.65960170854193,0.105883002307525
"541",1513,"5",3.02448378184543,0.113785734633724
"542",1554,"5",3.36530080666929,0.10850726545712
"543",1555,"5",2.7287474464512,0.116766543086372
"544",1559,"5",3.0661795075021,0.11029831931819
"545",1576,"5",2.68506144109716,0.102081787283458
"546",1623,"5",3.04314404605193,0.11044053453467
"547",1678,"5",2.61313017447142,0.113152353943072
"548",1763,"5",3.10995489717215,0.11353506415632
"549",1765,"5",2.865684693932,0.112196246011167
"550",1816,"5",2.77175002311249,0.106303481437027
"551",1827,"5",3.0340640568634,0.114973024435375
"552",1867,"5",3.18993315664403,0.107726827596759
"553",2027,"5",2.90104661519786,0.10946829736207
"554",2066,"5",2.7327595624304,0.108177312334046
"555",2106,"5",2.81517919606422,0.110639923795093
"556",2124,"5",3.22436159405553,0.115290328195979
"557",2234,"5",2.98058911276739,0.103018260077421
"558",2269,"5",3.02595918995251,0.106461719191053
"559",2274,"5",3.14236157783104,0.102708902969867
"560",2296,"5",2.77808575075627,0.106835574123994
"561",2308,"5",2.97009362350521,0.10482411382848
"562",2338,"5",3.09088457823363,0.105873697137959
"563",2339,"5",2.7641760113284,0.10449687407504
