"","predLTE1","predLTE2","predLTE3","daynum","twoDayAvg","tdiff","scale","date"
"47",-24.8074130548223,-24.1879795141743,-23.4643437781986,47,1.85,1.9226,0.95,2019-12-05
"48",-24.8164130548223,-24.1969795141743,-23.4706437781986,48,2.75,2.9551,0.9,2019-12-06
"49",-24.8224130548223,-24.2029795141743,-23.4748437781986,49,4.35,4.6844,0.6,2019-12-07
"50",-24.5,-23.880566459352,-23.1524307233762,50,3,3.4607,0,2019-12-08
"51",-24.522,-23.902566459352,-23.1744307233762,51,-0.4,0.1838,-1.1,2019-12-09
"52",-24.548,-23.928566459352,-23.1926307233762,52,-1.75,-1.0461,-1.3,2019-12-10
"53",-24.57,-23.950566459352,-23.2146307233762,53,-0.3,0.5208,-1.1,2019-12-11
"54",-24.58,-23.960566459352,-23.2246307233762,54,1.35,2.2847,-0.5,2019-12-12
"55",-24.59,-23.970566459352,-23.2346307233762,55,1.85,2.8954,-0.5,2019-12-13
"56",-24.6,-23.980566459352,-23.2446307233762,56,1.35,2.5031,-0.5,2019-12-14
"57",-24.62,-24.000566459352,-23.2646307233762,57,0.55,1.7952,-1,2019-12-15
"58",-24.642,-24.022566459352,-23.2866307233762,58,-0.7,0.4967,-1.1,2019-12-16
"59",-24.664,-24.044566459352,-23.3086307233762,59,-0.4,0.7296,-1.1,2019-12-17
"60",-24.674,-24.054566459352,-23.3186307233762,60,1.25,2.4188,-0.5,2019-12-18
"61",-24.684,-24.064566459352,-23.3286307233762,61,1.45,2.6544,-0.5,2019-12-19
"62",-24.684,-24.064566459352,-23.3286307233762,62,2,3.2364,0,2019-12-20
"63",-24.634,-24.014566459352,-23.2786307233762,63,3,4.2648,0.5,2019-12-21
"64",-24.634,-24.014566459352,-23.2786307233762,64,2.35,3.6396,0,2019-12-22
"65",-24.634,-24.014566459352,-23.2786307233762,65,1.8,3.1108,0,2019-12-23
"66",-24.644,-24.024566459352,-23.2886307233762,66,1.35,2.6784,-0.5,2019-12-24
"67",-24.654,-24.034566459352,-23.2986307233762,67,0.8,2.1424,-0.5,2019-12-25
"68",-24.674,-24.054566459352,-23.3186307233762,68,0.15,1.5028,-1,2019-12-26
"69",-24.696,-24.076566459352,-23.3406307233762,69,-0.7,0.6596,-1.1,2019-12-27
"70",-24.718,-24.098566459352,-23.3626307233762,70,-1.15,0.2128,-1.1,2019-12-28
"71",-24.742,-24.122566459352,-23.3794307233762,71,-1.5,-0.1376,-1.2,2019-12-29
"72",-24.764,-24.144566459352,-23.4014307233762,72,-0.4,0.9584,-1.1,2019-12-30
"73",-24.774,-24.154566459352,-23.4114307233762,73,1.5,2.8508,-0.5,2019-12-31
"74",-24.674,-24.054566459352,-23.3114307233762,74,4.15,5.4896,1,2020-01-01
"75",-24.574,-23.954566459352,-23.2114307233762,75,4.85,6.1748,1,2020-01-02
"76",-24.474,-23.854566459352,-23.1114307233762,76,4.65,5.9564,1,2020-01-03
"77",-24.374,-23.754566459352,-23.0114307233762,77,5.8,7.0844,1,2020-01-04
"78",-24.274,-23.654566459352,-22.9114307233762,78,5.15,6.4088,1,2020-01-05
"79",-24.224,-23.604566459352,-22.8614307233762,79,3.55,4.7796,0.5,2020-01-06
"80",-24.224,-23.604566459352,-22.8614307233762,80,NA,0,0,2020-01-07
"81",-24.164,-23.544566459352,-22.8014307233762,81,1.6,2.7604,0.6,2020-01-08
"82",-24.214,-23.594566459352,-22.8514307233762,82,-0.9,0.2204,-0.5,2020-01-09
"83",-24.339,-23.719566459352,-22.9764307233762,83,-2.9,-1.8232,-1.25,2020-01-10
"84",-24.389,-23.769566459352,-23.0264307233762,84,-0.9,0.1296,-0.5,2020-01-11
"85",-24.489,-23.869566459352,-23.0964307233762,85,-1.9,-0.9212,-1,2020-01-12
"86",-24.689,-24.069566459352,-23.2364307233762,86,-8.8,-7.8756,-2,2020-01-13
"87",-24.779,-24.159566459352,-23.2994307233762,87,-13.6,-12.7336,-3,2020-01-14
"88",-24.869,-24.249566459352,-23.3624307233762,88,-14.1,-13.3051,-3,2020-01-15
"89",-24.959,-24.339566459352,-23.4254307233762,89,-12.05,-11.2893,-3,2020-01-16
"90",-25.019,-24.399566459352,-23.4674307233762,90,-8.75,-8.0049,-2,2020-01-17
"91",-25.07,-24.450566459352,-23.5031307233762,91,-5,-4.3017,-1.7,2020-01-18
"92",-25.085,-24.465566459352,-23.5181307233762,92,-0.05,0.5998,-0.5,2020-01-19
"93",-24.985,-24.365566459352,-23.4181307233762,93,2.7,3.2996,1,2020-01-20
"94",-24.885,-24.265566459352,-23.3181307233762,94,2.65,3.1977,1,2020-01-21
"95",-24.825,-24.205566459352,-23.2581307233762,95,2.4,2.8941,0.6,2020-01-22
"96",-24.725,-24.105566459352,-23.1581307233762,96,3.05,3.4888,1,2020-01-23
"97",-24.615,-23.995566459352,-23.0481307233762,97,4.2,4.5818,1.1,2020-01-24
"98",-24.515,-23.895566459352,-22.9481307233762,98,3.6,3.9231,1,2020-01-25
"99",-24.415,-23.795566459352,-22.8481307233762,99,3.05,3.3127,1,2020-01-26
"100",-24.305,-23.685566459352,-22.7381307233762,100,4.4,4.6006,1.1,2020-01-27
"101",-24.195,-23.575566459352,-22.6281307233762,101,4.8,4.9368,1.1,2020-01-28
"102",-24.085,-23.465566459352,-22.5181307233762,102,4.5,4.5713,1.1,2020-01-29
"103",-23.985,-23.365566459352,-22.4181307233762,103,3.8,3.8041,1,2020-01-30
"104",-23.875,-23.255566459352,-22.3081307233762,104,4.4,4.3352,1.1,2020-01-31
"105",-23.745,-23.125566459352,-22.1781307233762,105,6.15,6.0146,1.3,2020-02-01
"106",-23.685,-23.065566459352,-22.1181307233762,106,2.95,2.7423,0.6,2020-02-02
"107",-23.81,-23.190566459352,-22.2431307233762,107,-1.05,-1.3317,-1.25,2020-02-03
"108",-23.97,-23.350566459352,-22.4031307233762,108,-3.2,-3.5574,-1.6,2020-02-04
"109",-24.13,-23.510566459352,-22.5631307233762,109,-3.05,-3.4848,-1.6,2020-02-05
"110",-24.255,-23.635566459352,-22.6881307233762,110,-0.65,-1.1639,-1.25,2020-02-06
"111",-24.145,-23.525566459352,-22.5781307233762,111,0.8,0.2053,1.1,2020-02-07
"112",-24.025,-23.405566459352,-22.4581307233762,112,2.15,1.4728,1.2,2020-02-08
"113",-23.92,-23.300566459352,-22.3531307233762,113,0.15,-0.6114,1.05,2020-02-09
"114",-23.97,-23.350566459352,-22.4031307233762,114,-1.2,-2.0473,-0.5,2020-02-10
"115",-23.86,-23.240566459352,-22.2931307233762,115,1.1,0.1651,1.1,2020-02-11
"116",-23.75,-23.130566459352,-22.1831307233762,116,1.75,0.7258,1.1,2020-02-12
"117",-23.645,-23.025566459352,-22.0781307233762,117,0.65,-0.4652,1.05,2020-02-13
"118",-23.525,-22.905566459352,-21.9581307233762,118,2.45,1.2421,1.2,2020-02-14
"119",-23.365,-22.745566459352,-21.7981307233762,119,4.55,3.2477,1.6,2020-02-15
"120",-23.225,-22.605566459352,-21.6581307233762,120,3.6,2.2016,1.4,2020-02-16
"121",-23.105,-22.485566459352,-21.5381307233762,121,2.5,1.0038,1.2,2020-02-17
"122",-22.995,-22.375566459352,-21.4281307233762,122,2.35,0.7543,1.1,2020-02-18
"123",-22.945,-22.325566459352,-21.3781307233762,123,0.25,-1.4469,0.5,2020-02-19
"124",-23.045,-22.425566459352,-21.4781307233762,124,-1.35,-3.1498,-1,2020-02-20
"125",-22.94,-22.320566459352,-21.3731307233762,125,1.35,-0.5544,1.05,2020-02-21
"126",-22.816213884848,-22.1967803442,-21.2493446082243,126,3.8,1.7893,1.2,2020-02-22
"127",-22.687890918368,-22.06845737772,-21.1210216417442,127,3.4,1.2813,1.2,2020-02-23
"128",-22.565973651028,-21.94654011038,-20.9991043744042,128,2.75,0.5216,1.1,2020-02-24
"129",-22.445378768578,-21.82594522793,-20.8785094919542,129,1.4,-0.9398,1.05,2020-02-25
"130",-22.314485450814,-21.695051910166,-20.7476161741902,130,2.9,0.4471,1.1,2020-02-26
"131",-22.117266572158,-21.49783303151,-20.5503972955342,131,6.25,3.6823,1.6,2020-02-27
"132",-21.861948888558,-21.24251534791,-20.2950796119343,132,6.85,4.1658,2,2020-02-28
"133",-21.861948888558,-21.24251534791,-20.2950796119343,133,5.65,2.8785,0,2020-02-29
"134",-21.704568815548,-21.0851352749,-20.1376995389243,134,3.05,0.219,1.15,2020-03-01
"135",-21.53458342462,-20.915149883972,-19.9677141479962,135,4.05,1.1277,1.2,2020-03-02
"136",-21.182748895756,-20.563315355108,-19.6158796191322,136,7.05,4.0061,2.4,2020-03-03
"137",-20.909716125796,-20.290282585148,-19.3428468491722,137,6.3,3.1328,1.8,2020-03-04
"138",-20.721413446996,-20.101979906348,-19.1545441703722,138,4.95,1.6578,1.2,2020-03-05
"139",-20.526650144836,-19.907216604188,-18.9597808682122,139,4.85,1.4311,1.2,2020-03-06
"140",-20.33363485595,-19.714201315302,-18.7667655793263,140,4.15,0.6027,1.15,2020-03-07
"141",-20.142749942434,-19.523316401786,-18.5758806658103,141,3.1,-0.5774,1.1,2020-03-08
"142",-19.963367165834,-19.343933625186,-18.3964978892102,142,0.95,-2.8592,1,2020-03-09
"143",-19.815050810794,-19.195617270146,-18.2481815341703,143,0.5,-3.4427,0.8,2020-03-10
"144",-19.613899483984,-18.994465943336,-18.0470302073602,144,3,-1.0779,1.05,2020-03-11
"145",-19.406086137502,-18.786652596854,-17.8392168608782,145,3.2,-1.0148,1.05,2020-03-12
"146",-19.242539948094,-18.623106407446,-17.6756706714702,146,1.15,-3.2034,0.8,2020-03-13
"147",-19.263652091594,-18.644218550946,-17.6967828149702,147,-1.05,-5.5437,-0.1,2020-03-14
"148",-19.285450743454,-18.666017202806,-17.7185814668302,148,-1.95,-6.5857,-0.1,2020-03-15
"149",-19.307953837314,-18.688520296666,-17.7410845606902,149,-1.15,-5.9507,-0.1,2020-03-16
"150",-19.261502308106,-18.642068767458,-17.6946330314822,150,0.3,-4.6626,0.2,2020-03-17
"151",-19.021832716146,-18.402399175498,-17.4549634395222,151,2.45,-2.6498,1,2020-03-18
"152",-18.762199502376,-18.142765961728,-17.1953302257522,152,3.25,-1.9884,1.05,2020-03-19
"153",-18.494385448806,-17.874951908158,-16.9275161721822,153,3.5,-1.8784,1.05,2020-03-20
"154",-18.205034440706,-17.585600900058,-16.6381651640822,154,4.7,-0.8198,1.1,2020-03-21
"155",-17.906682781342,-17.287249240694,-16.3398135047182,155,4.75,-0.9126,1.1,2020-03-22
"156",-17.5991104776659,-16.9796769370179,-16.0322412010422,156,5.1,-0.7068,1.1,2020-03-23
"157",-17.296504117176,-16.677070576528,-15.7296348405522,157,4.85,-1.1024,1.05,2020-03-24
"158",-16.999516338976,-16.380082798328,-15.4326470623522,158,3.75,-2.3494,1,2020-03-25
"159",-16.693528469576,-16.074094928928,-15.1266591929522,159,3.3,-2.9478,1,2020-03-26
"160",-16.362568723214,-15.743135182566,-14.7956994465902,160,5.25,-1.1476,1.05,2020-03-27
"161",-15.9080917683099,-15.2886582276619,-14.3412224916861,161,8.7,2.1512,1.4,2020-03-28
"162",-15.30640444675,-14.686970906102,-13.7395351701262,162,10.25,3.5486,1.8,2020-03-29
"163",-14.82461443455,-14.205180893902,-13.2577451579262,163,9.75,2.8946,1.4,2020-03-30
"164",-14.43496768937,-13.815534148722,-12.8680984127462,164,6.45,-0.5608,1.1,2020-03-31
"165",-14.362059797842,-13.742626257194,-12.7951905212182,165,2.75,-4.4176,0.2,2020-04-01
"166",-14.399568208398,-13.78013466775,-12.8326989317742,166,1,-6.3258,-0.1,2020-04-02
"167",-14.322395966678,-13.70296242603,-12.7555266900542,167,2.65,-4.8354,0.2,2020-04-03
"168",-14.243021223118,-13.62358768247,-12.6761519464943,168,3.1,-4.5464,0.2,2020-04-04
"169",-14.283833681538,-13.66440014089,-12.7169644049143,169,2.35,-5.4588,-0.1,2020-04-05
"170",-13.948140274466,-13.328706733818,-12.3812709978422,170,4.8,-3.1726,0.8,2020-04-06
"171",-13.47365176243,-12.854218221782,-11.9067824858062,171,7.6,-0.537800000000001,1.1,2020-04-07
"172",-12.98598124173,-12.366547701082,-11.4191119651062,172,7.65,-0.654399999999999,1.1,2020-04-08
"173",-12.507632067,-11.888198526352,-10.9407627903762,173,7.25,-1.2224,1.05,2020-04-09
"174",-11.96936587231,-11.349932331662,-10.4024965956863,174,8.85,0.2082,1.15,2020-04-10
"175",-11.440485276066,-10.821051735418,-9.87361599944223,175,8.55,-0.262599999999999,1.1,2020-04-11
"176",-11.045443245698,-10.42600970505,-9.47857396907424,176,5.55,-3.4348,0.8,2020-04-12
