"","predLTE1","predLTE2","predLTE3","daynum","twoDayAvg","tdiff","scale","date"
"135",-26.1892697947827,-25.9239966058667,-24.376691026433,136,-5.45,-8.4939,-0.5,2019-03-03
"136",-26.1892697947827,-25.9239966058667,-24.376691026433,137,-7.75,-10.9172,0,2019-03-04
"137",-26.1892697947827,-25.9239966058667,-24.376691026433,138,-8.35,-11.6422,0,2019-03-05
"138",-26.2128076296327,-25.9475344407167,-24.386106160373,139,-4.6,-8.0189,-0.5,2019-03-06
"139",-26.1803470792727,-25.9150738903567,-24.373121940229,140,-0.5,-4.0473,0.2,2019-03-07
"140",-26.1467792029447,-25.8815060140287,-24.3596947896978,141,-0.9,-4.5774,0.2,2019-03-08
"141",-26.1519851551315,-25.8867119662155,-24.3617771705725,142,-1.85,-5.6592,-0.1,2019-03-09
"142",-26.1573666384295,-25.8920934495135,-24.3639297638917,143,-2.7,-6.6427,-0.1,2019-03-10
"143",-26.1629285017435,-25.8976553128275,-24.3661545092173,144,-2.45,-6.5279,-0.1,2019-03-11
"144",-26.1686756825095,-25.9034024935935,-24.3684533815237,145,-1.3,-5.5148,-0.1,2019-03-12
"145",-26.1746132066947,-25.9093400177787,-24.3708283911978,146,-2.05,-6.4034,-0.1,2019-03-13
"146",-26.1807461887975,-25.9154729998815,-24.3732815840389,147,-1.2,-5.6937,-0.1,2019-03-14
"147",-25.9590686820476,-25.6937954931315,-23.9964298225639,148,2.7,-1.9357,1.05,2019-03-15
"148",-25.7192835115875,-25.4540103226715,-23.5887950327819,149,4.35,-0.4507,1.1,2019-03-16
"149",-25.4830010260575,-25.2177278371415,-23.1871148073809,150,3.55,-1.4126,1.05,2019-03-17
"150",-25.2391304977155,-24.9738573087995,-22.7725349091995,151,4,-1.0998,1.05,2019-03-18
"151",-24.9754939465596,-24.7102207576436,-22.5088983580435,152,4.25,-0.9884,1.1,2019-03-19
"152",-24.7034972464196,-24.4382240575035,-22.2369016579035,153,4.8,-0.5784,1.1,2019-03-20
"153",-24.4101770925095,-24.1449039035935,-21.7675894116475,154,5.6,0.0801999999999996,1.15,2019-03-21
"154",-24.1076737658595,-23.8424005769435,-21.2835840890075,155,6.4,0.7374,1.15,2019-03-22
"155",-23.6194619596275,-23.3541887707115,-20.5024451990363,156,9.1,3.2932,1.8,2019-03-23
"156",-23.2280063004035,-22.9627331114875,-19.8761161442778,157,8.95,2.9976,1.4,2019-03-24
"157",-22.8245311530836,-22.5592579641676,-19.2305559085659,158,8.2,2.1006,1.4,2019-03-25
"158",-22.4087482636036,-22.1434750746875,-18.5653032853979,159,8.5,2.2522,1.4,2019-03-26
"159",-22.0568622137936,-21.7915890248775,-18.0022856057019,160,6.7,0.3024,1.15,2019-03-27
"160",-21.6943824915875,-21.4291093026715,-17.4223180501723,161,6.55,0.00119999999999987,1.15,2019-03-28
"161",-21.3210621357735,-21.0557889468575,-16.8250054808699,162,7.05,0.3486,1.15,2019-03-29
"162",-20.9533643281535,-20.6880911392375,-16.4573076732499,163,6.4,-0.4554,1.1,2019-03-30
"163",-20.5404014605536,-20.2751282716375,-15.7965670850899,164,8.45,1.4392,1.2,2019-03-31
"164",-20.0444874212336,-19.7792142323176,-15.30065304577,165,9.25,2.0824,1.4,2019-04-01
"165",-19.6434940178296,-19.3782208289135,-14.8996596423659,166,7.3,-0.0257999999999994,1.1,2019-04-02
"166",-19.2121472964355,-18.9468741075195,-14.4683129209719,167,7.55,0.0646000000000004,1.15,2019-04-03
"167",-18.7684069065455,-18.5031337176295,-14.0245725310819,168,7.85,0.2036,1.15,2019-04-04
"168",-18.3120021310756,-18.0467289421596,-13.568167755612,169,8.35,0.5412,1.15,2019-04-05
"169",-17.8630650884556,-17.5977918995396,-13.119230712992,170,7.5,-0.4726,1.1,2019-04-06
"170",-17.4014866537315,-17.1362134648155,-12.6576522782679,171,7.85,-0.287800000000001,1.1,2019-04-07
"171",-16.9054304820575,-16.6401572931415,-12.1615961065939,172,8.4,0.095600000000001,1.15,2019-04-08
"172",-16.3955931195076,-16.1303199305915,-11.6517587440439,173,8.85,0.377599999999999,1.15,2019-04-09
"173",-15.8716868805175,-15.6064136916015,-11.1278525050539,174,9,0.3582,1.15,2019-04-10
"174",-15.3568235638576,-15.0915503749416,-10.6129891883939,175,NA,0,1.1,2019-04-11
"175",-14.8039029405115,-14.5386297515955,-10.0600685650479,176,9.1,0.1152,1.15,2019-04-12
